User Reward Progress V1 Campaign ID,User Reward Progress V1 Fp Amount,User Reward Progress V1 Reward Type,User Reward Progress V1 Shop Item ID,User Reward Progress V1 Status,User Reward Progress V1 Total Events,User Reward Progress V1 Total Unique Users
69a98a74089d5fa419da09a3,"5,000",faceit_points,,COMPLETED,436,435
69a98a74089d5fa419da09a3,0,shop_item,69ae6bbdcf9cd385db77b27a,EXPIRED,"280,372","251,203"
69a98a74089d5fa419da09a3,0,shop_item,69ae69afcf9cd385db77b273,FAILED,4,4
69a98ae424382158645625b8,0,shop_item,69ae6aeacf9cd385db77b278,IN_PROGRESS,"48,777","48,775"
69a98ae424382158645625b8,0,unknown,,COMPLETED,"21,453","21,141"
69a98ae424382158645625b8,0,unknown,,CLAIMED,"49,132","48,797"
69a98ae424382158645625b8,0,shop_item,69ae6aeacf9cd385db77b278,AVAILABLE,1,1
69a98ae424382158645625b8,0,shop_item,69ae6aeacf9cd385db77b278,EXPIRED,"2,151","2,147"
69a98ae424382158645625b8,0,shop_item,69ae65b763cb5c3e126c7ef4,FAILED,15,15
69a98ae424382158645625b8,0,shop_item,69ae6bbdcf9cd385db77b27a,EXPIRED,"2,358","2,354"
69a98ae424382158645625b8,"5,000",faceit_points,,EXPIRED,"2,302","2,299"
69a98ae424382158645625b8,500,faceit_points,,EXPIRED,428,428
69a98ae424382158645625b8,500,faceit_points,,IN_PROGRESS,"48,777","48,775"
69a98ae424382158645625b8,0,shop_item,69aae1442fd9bd4bb66e5381,FAILED,1,1
69a98ae424382158645625b8,500,faceit_points,,COMPLETED,"1,974","1,974"
